,Bus,Follows,Confidence Score(0 to 1)
24,c3001e2a3fcf58a3f9881a6635d8765a,6ebe14c775a983e43b07c55e6b71d77d,0.64
25,bb34a6d5a6c5e806c2bdc7afc63e4397,6d364920e6c9f9f71b1d881107e639f0,0.6375
26,bae2b9f85a7c3e8eaea1a12ac8be7af2,28af5b39ca85472e76714235b77a08c6,0.6333333333333333
27,52f186799d2b458345f56fec0c00c689,28af5b39ca85472e76714235b77a08c6,0.6333333333333333
28,6ebe14c775a983e43b07c55e6b71d77d,4a2864d951d93bbfb4d7ac6a4eb40a75,0.6307692307692307
29,cd74100306b5b70cc61c264e9201c32c,c3001e2a3fcf58a3f9881a6635d8765a,0.6285714285714286
30,c3001e2a3fcf58a3f9881a6635d8765a,626d457856a4635087133cf957abae2b,0.62
31,f4b9954bf711461b37cab613fdcb8807,cd74100306b5b70cc61c264e9201c32c,0.6166666666666667
32,8239a4d7ab3b3de7711c6cb7748229bf,3014ebaddbddfbfc27bf6d8958851aa5,0.6142857142857143
33,b8d1710db82f66126ca3f540f2ad2f08,74017231b804c80d3f1fa28be2fe0ffa,0.612
34,dcb5420e873f5bb322abf4cece991b03,9d2a5d655e5000921f3591f6cd7908d3,0.6
35,c0e0a47587fbf6247f4f9a22ba22cc80,bae2b9f85a7c3e8eaea1a12ac8be7af2,0.6
36,c0e0a47587fbf6247f4f9a22ba22cc80,52f186799d2b458345f56fec0c00c689,0.6
37,b74673eaf82c5158c4f76797c938c9a0,52f186799d2b458345f56fec0c00c689,0.6
38,a70bfd3145f3c601b7b8371845be6e57,52f186799d2b458345f56fec0c00c689,0.6
39,a6951a59b64579edcf822ab9ea4c0c83,52f186799d2b458345f56fec0c00c689,0.6
40,f663c68449dda5634f3797fd9c4c3ad6,6b4c5b251baf9846a4c4273693154363,0.5933333333333334
41,bae2b9f85a7c3e8eaea1a12ac8be7af2,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
42,fa311021504691f83fa777072f491f0b,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
43,f4b9954bf711461b37cab613fdcb8807,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
44,cd74100306b5b70cc61c264e9201c32c,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
45,c0e0a47587fbf6247f4f9a22ba22cc80,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
46,bbe32cc22507520cba3b9e56765482c5,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
47,b74673eaf82c5158c4f76797c938c9a0,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
48,a70bfd3145f3c601b7b8371845be6e57,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
49,a6951a59b64579edcf822ab9ea4c0c83,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
50,97c2a3d5ad4a079ef3e9c3d88e21ebb1,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
51,909d337c7f74b91e3b19e5f43689b477,5580f995d6f4d3bcceca7e2db6c77bf7,0.59
52,5580f995d6f4d3bcceca7e2db6c77bf7,52f186799d2b458345f56fec0c00c689,0.59
53,cd74100306b5b70cc61c264e9201c32c,28af5b39ca85472e76714235b77a08c6,0.5875
54,c0e0a47587fbf6247f4f9a22ba22cc80,28af5b39ca85472e76714235b77a08c6,0.575
55,b74673eaf82c5158c4f76797c938c9a0,28af5b39ca85472e76714235b77a08c6,0.575
56,a70bfd3145f3c601b7b8371845be6e57,28af5b39ca85472e76714235b77a08c6,0.575
57,a6951a59b64579edcf822ab9ea4c0c83,28af5b39ca85472e76714235b77a08c6,0.575
58,fa311021504691f83fa777072f491f0b,28af5b39ca85472e76714235b77a08c6,0.575
59,f4b9954bf711461b37cab613fdcb8807,28af5b39ca85472e76714235b77a08c6,0.575
60,cd74100306b5b70cc61c264e9201c32c,28af5b39ca85472e76714235b77a08c6,0.575
61,c0e0a47587fbf6247f4f9a22ba22cc80,28af5b39ca85472e76714235b77a08c6,0.575
62,bbe32cc22507520cba3b9e56765482c5,28af5b39ca85472e76714235b77a08c6,0.575
63,b74673eaf82c5158c4f76797c938c9a0,28af5b39ca85472e76714235b77a08c6,0.575
64,a70bfd3145f3c601b7b8371845be6e57,28af5b39ca85472e76714235b77a08c6,0.575
65,a6951a59b64579edcf822ab9ea4c0c83,28af5b39ca85472e76714235b77a08c6,0.575
66,97c2a3d5ad4a079ef3e9c3d88e21ebb1,28af5b39ca85472e76714235b77a08c6,0.575
67,909d337c7f74b91e3b19e5f43689b477,28af5b39ca85472e76714235b77a08c6,0.575
68,28fd7bdc6b80666877c3e9dd41e0ae5a,28af5b39ca85472e76714235b77a08c6,0.575
69,a85170e65d1c03e1ea78595c0d8deb80,1010397688bce9bb80e59ceb984d3477,0.5742857142857143
70,fa311021504691f83fa777072f491f0b,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
71,f4b9954bf711461b37cab613fdcb8807,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
72,dcb5420e873f5bb322abf4cece991b03,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
73,cd74100306b5b70cc61c264e9201c32c,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
74,c3001e2a3fcf58a3f9881a6635d8765a,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
75,c0e0a47587fbf6247f4f9a22ba22cc80,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
76,bbe32cc22507520cba3b9e56765482c5,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
77,bb34a6d5a6c5e806c2bdc7afc63e4397,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
78,bae2b9f85a7c3e8eaea1a12ac8be7af2,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
79,b74673eaf82c5158c4f76797c938c9a0,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
80,a70bfd3145f3c601b7b8371845be6e57,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
81,a6951a59b64579edcf822ab9ea4c0c83,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
82,9d2a5d655e5000921f3591f6cd7908d3,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
83,97c2a3d5ad4a079ef3e9c3d88e21ebb1,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
84,909d337c7f74b91e3b19e5f43689b477,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
85,8a96c2026a520cfd595767af6e5974ef,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
86,6ebe14c775a983e43b07c55e6b71d77d,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
87,6d364920e6c9f9f71b1d881107e639f0,64a22e07e0139a1d1f322f58f206e5bf,0.5736842105263158
88,f4b9954bf711461b37cab613fdcb8807,c3001e2a3fcf58a3f9881a6635d8765a,0.5714285714285714
89,6ebe14c775a983e43b07c55e6b71d77d,642c372f4c10a6c0039912b557aa8a22,0.5666666666666667
90,cd74100306b5b70cc61c264e9201c32c,c0e0a47587fbf6247f4f9a22ba22cc80,0.5625
91,cd74100306b5b70cc61c264e9201c32c,b74673eaf82c5158c4f76797c938c9a0,0.5625
92,cd74100306b5b70cc61c264e9201c32c,a70bfd3145f3c601b7b8371845be6e57,0.5625
93,cd74100306b5b70cc61c264e9201c32c,a6951a59b64579edcf822ab9ea4c0c83,0.5625
94,cd74100306b5b70cc61c264e9201c32c,22f694bbcef788c5f2f4d44ad39fcdbd,0.5625
95,d6fa79179fda2a77455794637f225962,74017231b804c80d3f1fa28be2fe0ffa,0.556
96,74017231b804c80d3f1fa28be2fe0ffa,3b9b3497d23b8212272f1b4c1f70bbfa,0.5538461538461539
97,a0243f8c4129f3a468ede17e832a7a9a,1010397688bce9bb80e59ceb984d3477,0.5529411764705883
98,c0e0a47587fbf6247f4f9a22ba22cc80,5580f995d6f4d3bcceca7e2db6c77bf7,0.55
99,bae2b9f85a7c3e8eaea1a12ac8be7af2,6ebe14c775a983e43b07c55e6b71d77d,0.55
100,b74673eaf82c5158c4f76797c938c9a0,5580f995d6f4d3bcceca7e2db6c77bf7,0.55
101,a70bfd3145f3c601b7b8371845be6e57,5580f995d6f4d3bcceca7e2db6c77bf7,0.55
102,a6951a59b64579edcf822ab9ea4c0c83,5580f995d6f4d3bcceca7e2db6c77bf7,0.55
103,5580f995d6f4d3bcceca7e2db6c77bf7,28af5b39ca85472e76714235b77a08c6,0.55
104,6b4c5b251baf9846a4c4273693154363,10598f3c00cb10feb6c5a369ea5d4331,0.5454545454545454
105,cd74100306b5b70cc61c264e9201c32c,6ebe14c775a983e43b07c55e6b71d77d,0.54
106,fa311021504691f83fa777072f491f0b,6ebe14c775a983e43b07c55e6b71d77d,0.5375
107,f4b9954bf711461b37cab613fdcb8807,6ebe14c775a983e43b07c55e6b71d77d,0.5375
108,cd74100306b5b70cc61c264e9201c32c,6ebe14c775a983e43b07c55e6b71d77d,0.5375
109,c3001e2a3fcf58a3f9881a6635d8765a,6ebe14c775a983e43b07c55e6b71d77d,0.5375
110,c0e0a47587fbf6247f4f9a22ba22cc80,6ebe14c775a983e43b07c55e6b71d77d,0.5375
111,bbe32cc22507520cba3b9e56765482c5,6ebe14c775a983e43b07c55e6b71d77d,0.5375
112,bae2b9f85a7c3e8eaea1a12ac8be7af2,6ebe14c775a983e43b07c55e6b71d77d,0.5375
113,b74673eaf82c5158c4f76797c938c9a0,6ebe14c775a983e43b07c55e6b71d77d,0.5375
114,a70bfd3145f3c601b7b8371845be6e57,6ebe14c775a983e43b07c55e6b71d77d,0.5375
115,a6951a59b64579edcf822ab9ea4c0c83,6ebe14c775a983e43b07c55e6b71d77d,0.5375
116,97c2a3d5ad4a079ef3e9c3d88e21ebb1,6ebe14c775a983e43b07c55e6b71d77d,0.5375
117,909d337c7f74b91e3b19e5f43689b477,6ebe14c775a983e43b07c55e6b71d77d,0.5375
118,8a96c2026a520cfd595767af6e5974ef,6ebe14c775a983e43b07c55e6b71d77d,0.5375
119,6ebe14c775a983e43b07c55e6b71d77d,6d364920e6c9f9f71b1d881107e639f0,0.5375
120,94e6adf5189531e3a52686bb17c2b2ad,6b4c5b251baf9846a4c4273693154363,0.5366666666666666
121,bb34a6d5a6c5e806c2bdc7afc63e4397,8239a4d7ab3b3de7711c6cb7748229bf,0.53
122,6d364920e6c9f9f71b1d881107e639f0,3014ebaddbddfbfc27bf6d8958851aa5,0.5190476190476191
123,cd74100306b5b70cc61c264e9201c32c,8a96c2026a520cfd595767af6e5974ef,0.5166666666666667
124,fa311021504691f83fa777072f491f0b,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
125,f4b9954bf711461b37cab613fdcb8807,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
126,dcb5420e873f5bb322abf4cece991b03,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
127,d6fa79179fda2a77455794637f225962,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
128,cd74100306b5b70cc61c264e9201c32c,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
129,c3001e2a3fcf58a3f9881a6635d8765a,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
130,c0e0a47587fbf6247f4f9a22ba22cc80,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
131,bbe32cc22507520cba3b9e56765482c5,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
132,bb34a6d5a6c5e806c2bdc7afc63e4397,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
133,bae2b9f85a7c3e8eaea1a12ac8be7af2,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
134,b8d1710db82f66126ca3f540f2ad2f08,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
135,b74673eaf82c5158c4f76797c938c9a0,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
136,a70bfd3145f3c601b7b8371845be6e57,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
137,a6951a59b64579edcf822ab9ea4c0c83,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
138,9d2a5d655e5000921f3591f6cd7908d3,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
139,97c2a3d5ad4a079ef3e9c3d88e21ebb1,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
140,9656d6395d1f3a4497d0871a03366078,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
141,909d337c7f74b91e3b19e5f43689b477,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
142,8a96c2026a520cfd595767af6e5974ef,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
143,8239a4d7ab3b3de7711c6cb7748229bf,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
144,74017231b804c80d3f1fa28be2fe0ffa,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
145,6ebe14c775a983e43b07c55e6b71d77d,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
146,6d364920e6c9f9f71b1d881107e639f0,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
147,64a22e07e0139a1d1f322f58f206e5bf,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
148,642c372f4c10a6c0039912b557aa8a22,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
149,626d457856a4635087133cf957abae2b,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
150,56f71d6aca7fc3a5db009a462d9e502a,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
151,5580f995d6f4d3bcceca7e2db6c77bf7,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
152,52f186799d2b458345f56fec0c00c689,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
153,4a2864d951d93bbfb4d7ac6a4eb40a75,3b9b3497d23b8212272f1b4c1f70bbfa,0.5115384615384615
154,4a2864d951d93bbfb4d7ac6a4eb40a75,3014ebaddbddfbfc27bf6d8958851aa5,0.5047619047619047
155,cd74100306b5b70cc61c264e9201c32c,bae2b9f85a7c3e8eaea1a12ac8be7af2,0.5
156,cd74100306b5b70cc61c264e9201c32c,52f186799d2b458345f56fec0c00c689,0.5
157,c3001e2a3fcf58a3f9881a6635d8765a,4a2864d951d93bbfb4d7ac6a4eb40a75,0.5
158,bb34a6d5a6c5e806c2bdc7afc63e4397,64a22e07e0139a1d1f322f58f206e5bf,0.5
159,8a96c2026a520cfd595767af6e5974ef,28af5b39ca85472e76714235b77a08c6,0.5
160,626d457856a4635087133cf957abae2b,4a2864d951d93bbfb4d7ac6a4eb40a75,0.5
161,8239a4d7ab3b3de7711c6cb7748229bf,74017231b804c80d3f1fa28be2fe0ffa,0.496
162,c3001e2a3fcf58a3f9881a6635d8765a,bb34a6d5a6c5e806c2bdc7afc63e4397,0.49230769230769234
163,c0e0a47587fbf6247f4f9a22ba22cc80,626d457856a4635087133cf957abae2b,0.49
164,b74673eaf82c5158c4f76797c938c9a0,626d457856a4635087133cf957abae2b,0.49
165,a70bfd3145f3c601b7b8371845be6e57,626d457856a4635087133cf957abae2b,0.49
166,a6951a59b64579edcf822ab9ea4c0c83,626d457856a4635087133cf957abae2b,0.49
167,642c372f4c10a6c0039912b557aa8a22,3014ebaddbddfbfc27bf6d8958851aa5,0.4857142857142857
168,b8d1710db82f66126ca3f540f2ad2f08,3b9b3497d23b8212272f1b4c1f70bbfa,0.4846153846153846
169,fa311021504691f83fa777072f491f0b,c3001e2a3fcf58a3f9881a6635d8765a,0.475
170,f4b9954bf711461b37cab613fdcb8807,c3001e2a3fcf58a3f9881a6635d8765a,0.475
171,cd74100306b5b70cc61c264e9201c32c,c3001e2a3fcf58a3f9881a6635d8765a,0.475
172,f663c68449dda5634f3797fd9c4c3ad6,7f431e064b9ea2f9852a37f92b316802,0.4727272727272727
173,f663c68449dda5634f3797fd9c4c3ad6,10598f3c00cb10feb6c5a369ea5d4331,0.4727272727272727
174,cd74100306b5b70cc61c264e9201c32c,626d457856a4635087133cf957abae2b,0.46
175,d6fa79179fda2a77455794637f225962,3b9b3497d23b8212272f1b4c1f70bbfa,0.4576923076923077
176,6ebe14c775a983e43b07c55e6b71d77d,64a22e07e0139a1d1f322f58f206e5bf,0.45263157894736844
177,bb34a6d5a6c5e806c2bdc7afc63e4397,3014ebaddbddfbfc27bf6d8958851aa5,0.4523809523809524
178,f4b9954bf711461b37cab613fdcb8807,28af5b39ca85472e76714235b77a08c6,0.45
179,cd74100306b5b70cc61c264e9201c32c,5580f995d6f4d3bcceca7e2db6c77bf7,0.45
180,c0e0a47587fbf6247f4f9a22ba22cc80,6ebe14c775a983e43b07c55e6b71d77d,0.45
181,b74673eaf82c5158c4f76797c938c9a0,6ebe14c775a983e43b07c55e6b71d77d,0.45
182,a70bfd3145f3c601b7b8371845be6e57,6ebe14c775a983e43b07c55e6b71d77d,0.45
183,a6951a59b64579edcf822ab9ea4c0c83,6ebe14c775a983e43b07c55e6b71d77d,0.45
184,fa311021504691f83fa777072f491f0b,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
185,f4b9954bf711461b37cab613fdcb8807,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
186,dcb5420e873f5bb322abf4cece991b03,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
187,cd74100306b5b70cc61c264e9201c32c,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
188,c3001e2a3fcf58a3f9881a6635d8765a,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
189,c0e0a47587fbf6247f4f9a22ba22cc80,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
190,bbe32cc22507520cba3b9e56765482c5,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
191,bb34a6d5a6c5e806c2bdc7afc63e4397,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
192,bae2b9f85a7c3e8eaea1a12ac8be7af2,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
193,b74673eaf82c5158c4f76797c938c9a0,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
194,a70bfd3145f3c601b7b8371845be6e57,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
195,a6951a59b64579edcf822ab9ea4c0c83,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
196,9d2a5d655e5000921f3591f6cd7908d3,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
197,97c2a3d5ad4a079ef3e9c3d88e21ebb1,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
198,909d337c7f74b91e3b19e5f43689b477,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
199,8a96c2026a520cfd595767af6e5974ef,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
200,6ebe14c775a983e43b07c55e6b71d77d,642c372f4c10a6c0039912b557aa8a22,0.44666666666666666
201,b8d1710db82f66126ca3f540f2ad2f08,94e6adf5189531e3a52686bb17c2b2ad,0.4461538461538462
202,bae2b9f85a7c3e8eaea1a12ac8be7af2,8a96c2026a520cfd595767af6e5974ef,0.4444444444444444
203,8a96c2026a520cfd595767af6e5974ef,52f186799d2b458345f56fec0c00c689,0.4444444444444444
204,fa311021504691f83fa777072f491f0b,bb34a6d5a6c5e806c2bdc7afc63e4397,0.43846153846153846
205,f4b9954bf711461b37cab613fdcb8807,bb34a6d5a6c5e806c2bdc7afc63e4397,0.43846153846153846
206,dcb5420e873f5bb322abf4cece991b03,bb34a6d5a6c5e806c2bdc7afc63e4397,0.43846153846153846
207,cd74100306b5b70cc61c264e9201c32c,bb34a6d5a6c5e806c2bdc7afc63e4397,0.43846153846153846
208,c3001e2a3fcf58a3f9881a6635d8765a,bb34a6d5a6c5e806c2bdc7afc63e4397,0.43846153846153846
209,c0e0a47587fbf6247f4f9a22ba22cc80,bb34a6d5a6c5e806c2bdc7afc63e4397,0.43846153846153846
210,bbe32cc22507520cba3b9e56765482c5,bb34a6d5a6c5e806c2bdc7afc63e4397,0.43846153846153846
211,64a22e07e0139a1d1f322f58f206e5bf,3b9b3497d23b8212272f1b4c1f70bbfa,0.43846153846153846
212,f4b9954bf711461b37cab613fdcb8807,c0e0a47587fbf6247f4f9a22ba22cc80,0.4375
213,f4b9954bf711461b37cab613fdcb8807,b74673eaf82c5158c4f76797c938c9a0,0.4375
214,f4b9954bf711461b37cab613fdcb8807,a70bfd3145f3c601b7b8371845be6e57,0.4375
215,f4b9954bf711461b37cab613fdcb8807,a6951a59b64579edcf822ab9ea4c0c83,0.4375
216,f4b9954bf711461b37cab613fdcb8807,22f694bbcef788c5f2f4d44ad39fcdbd,0.4375
217,94e6adf5189531e3a52686bb17c2b2ad,7f431e064b9ea2f9852a37f92b316802,0.43333333333333335
218,94e6adf5189531e3a52686bb17c2b2ad,10598f3c00cb10feb6c5a369ea5d4331,0.43333333333333335
219,56f71d6aca7fc3a5db009a462d9e502a,3b9b3497d23b8212272f1b4c1f70bbfa,0.4269230769230769
220,c3001e2a3fcf58a3f9881a6635d8765a,642c372f4c10a6c0039912b557aa8a22,0.4266666666666667
221,d6fa79179fda2a77455794637f225962,94e6adf5189531e3a52686bb17c2b2ad,0.4230769230769231
222,cd74100306b5b70cc61c264e9201c32c,4a2864d951d93bbfb4d7ac6a4eb40a75,0.4230769230769231
223,bae2b9f85a7c3e8eaea1a12ac8be7af2,4a2864d951d93bbfb4d7ac6a4eb40a75,0.4230769230769231
224,fa311021504691f83fa777072f491f0b,52f186799d2b458345f56fec0c00c689,0.4230769230769231
225,f4b9954bf711461b37cab613fdcb8807,52f186799d2b458345f56fec0c00c689,0.4230769230769231
226,cd74100306b5b70cc61c264e9201c32c,52f186799d2b458345f56fec0c00c689,0.4230769230769231
227,c0e0a47587fbf6247f4f9a22ba22cc80,52f186799d2b458345f56fec0c00c689,0.4230769230769231
228,bbe32cc22507520cba3b9e56765482c5,52f186799d2b458345f56fec0c00c689,0.4230769230769231
229,b74673eaf82c5158c4f76797c938c9a0,52f186799d2b458345f56fec0c00c689,0.4230769230769231
230,a70bfd3145f3c601b7b8371845be6e57,52f186799d2b458345f56fec0c00c689,0.4230769230769231
231,a6951a59b64579edcf822ab9ea4c0c83,52f186799d2b458345f56fec0c00c689,0.4230769230769231
232,97c2a3d5ad4a079ef3e9c3d88e21ebb1,52f186799d2b458345f56fec0c00c689,0.4230769230769231
233,909d337c7f74b91e3b19e5f43689b477,52f186799d2b458345f56fec0c00c689,0.4230769230769231
234,52f186799d2b458345f56fec0c00c689,4a2864d951d93bbfb4d7ac6a4eb40a75,0.4230769230769231
235,bb34a6d5a6c5e806c2bdc7afc63e4397,b8d1710db82f66126ca3f540f2ad2f08,0.4217391304347826
236,3b9b3497d23b8212272f1b4c1f70bbfa,10598f3c00cb10feb6c5a369ea5d4331,0.41818181818181815
237,74017231b804c80d3f1fa28be2fe0ffa,6b4c5b251baf9846a4c4273693154363,0.4166666666666667
238,8239a4d7ab3b3de7711c6cb7748229bf,3b9b3497d23b8212272f1b4c1f70bbfa,0.4153846153846154
239,f663c68449dda5634f3797fd9c4c3ad6,a0243f8c4129f3a468ede17e832a7a9a,0.41333333333333333
240,f663c68449dda5634f3797fd9c4c3ad6,1010397688bce9bb80e59ceb984d3477,0.40588235294117647
241,a0243f8c4129f3a468ede17e832a7a9a,3f16e520e1e84f8b9a72b63cbc4fb598,0.4057142857142857
242,7f431e064b9ea2f9852a37f92b316802,1010397688bce9bb80e59ceb984d3477,0.40294117647058825
243,fa311021504691f83fa777072f491f0b,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
244,f663c68449dda5634f3797fd9c4c3ad6,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
245,f4b9954bf711461b37cab613fdcb8807,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
246,dcb5420e873f5bb322abf4cece991b03,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
247,d6fa79179fda2a77455794637f225962,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
248,cd74100306b5b70cc61c264e9201c32c,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
249,c3001e2a3fcf58a3f9881a6635d8765a,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
250,c0e0a47587fbf6247f4f9a22ba22cc80,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
251,bbe32cc22507520cba3b9e56765482c5,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
252,bb34a6d5a6c5e806c2bdc7afc63e4397,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
253,bae2b9f85a7c3e8eaea1a12ac8be7af2,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
254,b8d1710db82f66126ca3f540f2ad2f08,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
255,b74673eaf82c5158c4f76797c938c9a0,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
256,a70bfd3145f3c601b7b8371845be6e57,10598f3c00cb10feb6c5a369ea5d4331,0.40294117647058825
